dataset,tokenizer,sequence_length
enwik8,bpe_30000,218
enwik8,bpe_30000,261
enwik8,bpe_30000,201
enwik8,bpe_30000,166
enwik8,bpe_30000,197
enwik8,bpe_30000,189
enwik8,bpe_30000,215
enwik8,bpe_30000,219
enwik8,bpe_30000,156
enwik8,bpe_30000,233
enwik8,bpe_30000,248
enwik8,bpe_30000,373
enwik8,bpe_30000,189
enwik8,bpe_30000,189
enwik8,bpe_30000,199
enwik8,bpe_30000,205
enwik8,bpe_30000,220
enwik8,bpe_30000,213
enwik8,bpe_30000,209
enwik8,bpe_30000,208
enwik8,bpe_30000,170
enwik8,bpe_30000,180
enwik8,bpe_30000,190
enwik8,bpe_30000,238
enwik8,bpe_30000,196
enwik8,bpe_30000,219
enwik8,bpe_30000,239
enwik8,bpe_30000,198
enwik8,bpe_30000,228
enwik8,bpe_30000,183
enwik8,bpe_30000,202
enwik8,bpe_30000,198
enwik8,bpe_30000,191
enwik8,bpe_30000,198
enwik8,bpe_30000,184
enwik8,bpe_30000,207
enwik8,bpe_30000,202
enwik8,bpe_30000,181
enwik8,bpe_30000,193
enwik8,bpe_30000,182
enwik8,bpe_30000,212
enwik8,bpe_30000,206
enwik8,bpe_30000,205
enwik8,bpe_30000,178
enwik8,bpe_30000,189
enwik8,bpe_30000,239
enwik8,bpe_30000,180
enwik8,bpe_30000,164
enwik8,bpe_30000,182
enwik8,bpe_30000,207
enwik8,bpe_30000,194
enwik8,bpe_30000,202
enwik8,bpe_30000,219
enwik8,bpe_30000,186
enwik8,bpe_30000,185
enwik8,bpe_30000,206
enwik8,bpe_30000,238
enwik8,bpe_30000,230
enwik8,bpe_30000,209
enwik8,bpe_30000,207
enwik8,bpe_30000,187
enwik8,bpe_30000,219
enwik8,bpe_30000,216
enwik8,bpe_30000,190
enwik8,bpe_30000,172
enwik8,bpe_30000,196
enwik8,bpe_30000,177
enwik8,bpe_30000,207
enwik8,bpe_30000,196
enwik8,bpe_30000,258
enwik8,bpe_30000,175
enwik8,bpe_30000,208
enwik8,bpe_30000,196
enwik8,bpe_30000,136
enwik8,bpe_30000,229
enwik8,bpe_30000,205
enwik8,bpe_30000,159
enwik8,bpe_30000,195
enwik8,bpe_30000,182
enwik8,bpe_30000,213
enwik8,bpe_30000,193
enwik8,bpe_30000,205
enwik8,bpe_30000,213
enwik8,bpe_30000,208
enwik8,bpe_30000,198
enwik8,bpe_30000,232
enwik8,bpe_30000,198
enwik8,bpe_30000,192
enwik8,bpe_30000,182
enwik8,bpe_30000,182
enwik8,bpe_30000,223
enwik8,bpe_30000,318
enwik8,bpe_30000,225
enwik8,bpe_30000,194
enwik8,bpe_30000,217
enwik8,bpe_30000,198
enwik8,bpe_30000,210
enwik8,bpe_30000,190
enwik8,bpe_30000,218
enwik8,bpe_30000,196
enwik8,bpe_30000,192
enwik8,bpe_30000,200
enwik8,bpe_30000,219
enwik8,bpe_30000,169
enwik8,bpe_30000,221
enwik8,bpe_30000,219
enwik8,bpe_30000,363
enwik8,bpe_30000,258
enwik8,bpe_30000,197
enwik8,bpe_30000,211
enwik8,bpe_30000,206
enwik8,bpe_30000,199
enwik8,bpe_30000,194
enwik8,bpe_30000,152
enwik8,bpe_30000,179
enwik8,bpe_30000,206
enwik8,bpe_30000,190
enwik8,bpe_30000,165
enwik8,bpe_30000,206
enwik8,bpe_30000,212
enwik8,bpe_30000,178
enwik8,bpe_30000,198
enwik8,bpe_30000,186
enwik8,bpe_30000,235
enwik8,bpe_30000,184
enwik8,bpe_30000,195
enwik8,bpe_30000,155
enwik8,bpe_30000,226
enwik8,bpe_30000,217
enwik8,bpe_30000,182
enwik8,bpe_30000,190
enwik8,bpe_30000,197
enwik8,bpe_30000,199
enwik8,bpe_30000,249
enwik8,bpe_30000,255
enwik8,bpe_30000,182
enwik8,bpe_30000,192
enwik8,bpe_30000,229
enwik8,bpe_30000,180
enwik8,bpe_30000,177
enwik8,bpe_30000,193
enwik8,bpe_30000,323
enwik8,bpe_30000,281
enwik8,bpe_30000,227
enwik8,bpe_30000,176
enwik8,bpe_30000,218
enwik8,bpe_30000,205
enwik8,bpe_30000,191
enwik8,bpe_30000,192
enwik8,bpe_30000,176
enwik8,bpe_30000,174
enwik8,bpe_30000,177
enwik8,bpe_30000,204
enwik8,bpe_30000,191
enwik8,bpe_30000,221
enwik8,bpe_30000,215
enwik8,bpe_30000,175
enwik8,bpe_30000,256
enwik8,bpe_30000,208
enwik8,bpe_30000,183
enwik8,bpe_30000,217
enwik8,bpe_30000,179
enwik8,bpe_30000,180
enwik8,bpe_30000,167
enwik8,bpe_30000,196
enwik8,bpe_30000,197
enwik8,bpe_30000,225
enwik8,bpe_30000,213
enwik8,bpe_30000,181
enwik8,bpe_30000,185
enwik8,bpe_30000,177
enwik8,bpe_30000,177
enwik8,bpe_30000,210
enwik8,bpe_30000,187
enwik8,bpe_30000,202
enwik8,bpe_30000,191
enwik8,bpe_30000,199
enwik8,bpe_30000,193
enwik8,bpe_30000,209
enwik8,bpe_30000,229
enwik8,bpe_30000,203
enwik8,bpe_30000,213
enwik8,bpe_30000,197
enwik8,bpe_30000,179
enwik8,bpe_30000,189
enwik8,bpe_30000,212
enwik8,bpe_30000,182
enwik8,bpe_30000,195
enwik8,bpe_30000,198
enwik8,bpe_30000,240
enwik8,bpe_30000,196
enwik8,bpe_30000,206
enwik8,bpe_30000,198
enwik8,bpe_30000,212
enwik8,bpe_30000,198
enwik8,bpe_30000,188
enwik8,bpe_30000,176
enwik8,bpe_30000,187
enwik8,bpe_30000,194
enwik8,bpe_30000,224
enwik8,bpe_30000,207
enwik8,bpe_30000,218
enwik8,bpe_30000,212
enwik8,bpe_30000,214
enwik8,bpe_30000,253
enwik8,bpe_30000,182
enwik8,bpe_30000,209
enwik8,bpe_30000,184
enwik8,bpe_30000,198
enwik8,bpe_30000,208
enwik8,bpe_30000,186
enwik8,bpe_30000,193
enwik8,bpe_30000,221
enwik8,bpe_30000,213
enwik8,bpe_30000,184
enwik8,bpe_30000,190
enwik8,bpe_30000,218
enwik8,bpe_30000,188
enwik8,bpe_30000,203
enwik8,bpe_30000,222
enwik8,bpe_30000,216
enwik8,bpe_30000,184
enwik8,bpe_30000,226
enwik8,bpe_30000,203
enwik8,bpe_30000,189
enwik8,bpe_30000,196
enwik8,bpe_30000,141
enwik8,bpe_30000,213
enwik8,bpe_30000,189
enwik8,bpe_30000,203
enwik8,bpe_30000,216
enwik8,bpe_30000,207
enwik8,bpe_30000,135
enwik8,bpe_30000,191
enwik8,bpe_30000,329
enwik8,bpe_30000,225
enwik8,bpe_30000,180
enwik8,bpe_30000,196
enwik8,bpe_30000,220
enwik8,bpe_30000,198
enwik8,bpe_30000,176
enwik8,bpe_30000,177
enwik8,bpe_30000,224
enwik8,bpe_30000,230
enwik8,bpe_30000,198
enwik8,bpe_30000,216
enwik8,bpe_30000,180
enwik8,bpe_30000,213
enwik8,bpe_30000,196
enwik8,bpe_30000,179
enwik8,bpe_30000,79
enwik8,bpe_30000,181
enwik8,bpe_30000,191
enwik8,bpe_30000,201
enwik8,bpe_30000,219
enwik8,bpe_30000,215
enwik8,bpe_30000,175
enwik8,bpe_30000,189
enwik8,bpe_30000,194
enwik8,bpe_30000,239
enwik8,bpe_30000,192
enwik8,bpe_30000,378
enwik8,bpe_30000,156
enwik8,bpe_30000,199
enwik8,bpe_30000,244
enwik8,bpe_30000,206
enwik8,bpe_30000,203
enwik8,bpe_30000,163
enwik8,bpe_30000,217
enwik8,bpe_30000,199
enwik8,bpe_30000,194
enwik8,bpe_30000,195
enwik8,bpe_30000,222
enwik8,bpe_30000,187
enwik8,bpe_30000,185
enwik8,bpe_30000,211
enwik8,bpe_30000,159
enwik8,bpe_30000,213
enwik8,bpe_30000,203
enwik8,bpe_30000,202
enwik8,bpe_30000,218
enwik8,bpe_30000,213
enwik8,bpe_30000,193
enwik8,bpe_30000,197
enwik8,bpe_30000,201
enwik8,bpe_30000,220
enwik8,bpe_30000,197
enwik8,bpe_30000,194
enwik8,bpe_30000,206
enwik8,bpe_30000,168
enwik8,bpe_30000,184
enwik8,bpe_30000,210
enwik8,bpe_30000,222
enwik8,bpe_30000,176
enwik8,bpe_30000,216
enwik8,bpe_30000,201
enwik8,bpe_30000,227
enwik8,bpe_30000,220
enwik8,bpe_30000,197
enwik8,bpe_30000,201
enwik8,bpe_30000,195
enwik8,bpe_30000,188
enwik8,bpe_30000,174
enwik8,bpe_30000,190
enwik8,bpe_30000,179
enwik8,bpe_30000,226
enwik8,bpe_30000,226
enwik8,bpe_30000,212
enwik8,bpe_30000,180
enwik8,bpe_30000,245
enwik8,bpe_30000,195
enwik8,bpe_30000,233
enwik8,bpe_30000,160
enwik8,bpe_30000,219
enwik8,bpe_30000,219
enwik8,bpe_30000,200
enwik8,bpe_30000,233
enwik8,bpe_30000,185
enwik8,bpe_30000,191
enwik8,bpe_30000,179
enwik8,bpe_30000,159
enwik8,bpe_30000,184
enwik8,bpe_30000,174
enwik8,bpe_30000,181
enwik8,bpe_30000,198
enwik8,bpe_30000,220
enwik8,bpe_30000,196
enwik8,bpe_30000,219
enwik8,bpe_30000,248
enwik8,bpe_30000,197
enwik8,bpe_30000,202
enwik8,bpe_30000,202
enwik8,bpe_30000,189
enwik8,bpe_30000,167
enwik8,bpe_30000,310
enwik8,bpe_30000,217
enwik8,bpe_30000,201
enwik8,bpe_30000,207
enwik8,bpe_30000,194
enwik8,bpe_30000,219
enwik8,bpe_30000,176
enwik8,bpe_30000,184
enwik8,bpe_30000,164
enwik8,bpe_30000,224
enwik8,bpe_30000,197
enwik8,bpe_30000,208
enwik8,bpe_30000,215
enwik8,bpe_30000,182
enwik8,bpe_30000,184
enwik8,bpe_30000,211
enwik8,bpe_30000,208
enwik8,bpe_30000,197
enwik8,bpe_30000,226
enwik8,bpe_30000,182
enwik8,bpe_30000,240
enwik8,bpe_30000,196
enwik8,bpe_30000,188
enwik8,bpe_30000,194
enwik8,bpe_30000,206
enwik8,bpe_30000,183
enwik8,bpe_30000,181
enwik8,bpe_30000,171
enwik8,bpe_30000,170
enwik8,bpe_30000,176
enwik8,bpe_30000,101
enwik8,bpe_30000,231
enwik8,bpe_30000,195
enwik8,bpe_30000,163
enwik8,bpe_30000,206
enwik8,bpe_30000,260
enwik8,bpe_30000,185
enwik8,bpe_30000,177
enwik8,bpe_30000,196
enwik8,bpe_30000,163
enwik8,bpe_30000,227
enwik8,bpe_30000,183
enwik8,bpe_30000,243
enwik8,bpe_30000,221
enwik8,bpe_30000,238
enwik8,bpe_30000,188
enwik8,bpe_30000,202
enwik8,bpe_30000,194
enwik8,bpe_30000,181
enwik8,bpe_30000,203
enwik8,bpe_30000,167
enwik8,bpe_30000,157
enwik8,bpe_30000,238
enwik8,bpe_30000,211
enwik8,bpe_30000,332
enwik8,bpe_30000,210
enwik8,bpe_30000,187
enwik8,bpe_30000,210
enwik8,bpe_30000,189
enwik8,bpe_30000,210
enwik8,bpe_30000,212
enwik8,bpe_30000,187
enwik8,bpe_30000,300
enwik8,bpe_30000,186
enwik8,bpe_30000,206
enwik8,bpe_30000,210
enwik8,bpe_30000,226
enwik8,bpe_30000,181
enwik8,bpe_30000,291
enwik8,bpe_30000,187
enwik8,bpe_30000,216
enwik8,bpe_30000,194
enwik8,bpe_30000,139
enwik8,bpe_30000,177
enwik8,bpe_30000,189
enwik8,bpe_30000,146
enwik8,bpe_30000,190
enwik8,bpe_30000,198
enwik8,bpe_30000,203
enwik8,bpe_30000,197
enwik8,bpe_30000,203
enwik8,bpe_30000,219
enwik8,bpe_30000,224
enwik8,bpe_30000,194
enwik8,bpe_30000,231
enwik8,bpe_30000,220
enwik8,bpe_30000,197
enwik8,bpe_30000,196
enwik8,bpe_30000,207
enwik8,bpe_30000,218
enwik8,bpe_30000,192
enwik8,bpe_30000,217
enwik8,bpe_30000,226
enwik8,bpe_30000,289
enwik8,bpe_30000,211
enwik8,bpe_30000,179
enwik8,bpe_30000,212
enwik8,bpe_30000,211
enwik8,bpe_30000,199
enwik8,bpe_30000,190
enwik8,bpe_30000,190
enwik8,bpe_30000,203
enwik8,bpe_30000,187
enwik8,bpe_30000,198
enwik8,bpe_30000,206
enwik8,bpe_30000,206
enwik8,bpe_30000,167
enwik8,bpe_30000,201
enwik8,bpe_30000,211
enwik8,bpe_30000,168
enwik8,bpe_30000,226
enwik8,bpe_30000,255
enwik8,bpe_30000,177
enwik8,bpe_30000,190
enwik8,bpe_30000,193
enwik8,bpe_30000,178
enwik8,bpe_30000,217
enwik8,bpe_30000,194
enwik8,bpe_30000,203
enwik8,bpe_30000,246
enwik8,bpe_30000,196
enwik8,bpe_30000,162
enwik8,bpe_30000,187
enwik8,bpe_30000,163
enwik8,bpe_30000,255
enwik8,bpe_30000,211
enwik8,bpe_30000,210
enwik8,bpe_30000,212
enwik8,bpe_30000,204
enwik8,bpe_30000,182
enwik8,bpe_30000,279
enwik8,bpe_30000,179
enwik8,bpe_30000,185
enwik8,bpe_30000,221
enwik8,bpe_30000,260
enwik8,bpe_30000,204
enwik8,bpe_30000,206
enwik8,bpe_30000,202
enwik8,bpe_30000,210
enwik8,bpe_30000,232
enwik8,bpe_30000,182
enwik8,bpe_30000,213
enwik8,bpe_30000,191
enwik8,bpe_30000,172
enwik8,bpe_30000,239
enwik8,bpe_30000,324
enwik8,bpe_30000,294
enwik8,bpe_30000,190
enwik8,bpe_30000,196
enwik8,bpe_30000,195
enwik8,bpe_30000,187
enwik8,bpe_30000,190
enwik8,bpe_30000,201
enwik8,bpe_30000,206
enwik8,bpe_30000,230
enwik8,bpe_30000,180
enwik8,bpe_30000,196
enwik8,bpe_30000,135
enwik8,bpe_30000,186
enwik8,bpe_30000,212
enwik8,bpe_30000,206
enwik8,bpe_30000,193
enwik8,bpe_30000,191
enwik8,bpe_30000,182
enwik8,bpe_30000,175
enwik8,bpe_30000,200
enwik8,bpe_30000,347
enwik8,bpe_30000,248
enwik8,bpe_30000,198
enwik8,bpe_30000,215
enwik8,bpe_30000,168
enwik8,bpe_30000,224
enwik8,bpe_30000,179
enwik8,bpe_30000,145
enwik8,bpe_30000,191
enwik8,bpe_30000,169
enwik8,bpe_30000,179
enwik8,bpe_30000,154
enwik8,bpe_30000,208
enwik8,bpe_30000,207
enwik8,bpe_30000,204
enwik8,bpe_30000,208
enwik8,bpe_30000,235
enwik8,bpe_30000,192
enwik8,bpe_30000,203
enwik8,bpe_30000,220
enwik8,bpe_30000,256
enwik8,bpe_30000,239
enwik8,bpe_30000,213
enwik8,bpe_30000,169
enwik8,bpe_30000,204
enwik8,bpe_30000,173
enwik8,bpe_30000,248
enwik8,bpe_30000,250
enwik8,bpe_30000,273
enwik8,bpe_30000,183
enwik8,bpe_30000,229
enwik8,bpe_30000,200
enwik8,bpe_30000,185
enwik8,bpe_30000,251
enwik8,bpe_30000,187
enwik8,bpe_30000,203
enwik8,bpe_30000,333
enwik8,bpe_30000,216
enwik8,bpe_30000,189
enwik8,bpe_30000,187
enwik8,bpe_30000,184
enwik8,bpe_30000,186
enwik8,bpe_30000,190
enwik8,bpe_30000,206
enwik8,bpe_30000,196
enwik8,bpe_30000,268
enwik8,bpe_30000,170
enwik8,bpe_30000,235
enwik8,bpe_30000,182
enwik8,bpe_30000,177
enwik8,bpe_30000,185
enwik8,bpe_30000,188
enwik8,bpe_30000,209
enwik8,bpe_30000,221
enwik8,bpe_30000,211
enwik8,bpe_30000,181
enwik8,bpe_30000,198
enwik8,bpe_30000,203
enwik8,bpe_30000,217
enwik8,bpe_30000,176
enwik8,bpe_30000,198
enwik8,bpe_30000,170
enwik8,bpe_30000,201
enwik8,bpe_30000,196
enwik8,bpe_30000,192
enwik8,bpe_30000,233
enwik8,bpe_30000,192
enwik8,bpe_30000,188
enwik8,bpe_30000,196
enwik8,bpe_30000,238
enwik8,bpe_30000,333
enwik8,bpe_30000,204
enwik8,bpe_30000,178
enwik8,bpe_30000,238
enwik8,bpe_30000,188
enwik8,bpe_30000,197
enwik8,bpe_30000,197
enwik8,bpe_30000,222
enwik8,bpe_30000,245
enwik8,bpe_30000,188
enwik8,bpe_30000,230
enwik8,bpe_30000,146
enwik8,bpe_30000,214
enwik8,bpe_30000,193
enwik8,bpe_30000,266
enwik8,bpe_30000,178
enwik8,bpe_30000,192
enwik8,bpe_30000,183
enwik8,bpe_30000,211
enwik8,bpe_30000,253
enwik8,bpe_30000,222
enwik8,bpe_30000,208
enwik8,bpe_30000,193
enwik8,bpe_30000,157
enwik8,bpe_30000,142
enwik8,bpe_30000,199
enwik8,bpe_30000,215
enwik8,bpe_30000,204
enwik8,bpe_30000,284
enwik8,bpe_30000,211
enwik8,bpe_30000,205
enwik8,bpe_30000,201
enwik8,bpe_30000,176
enwik8,bpe_30000,235
enwik8,bpe_30000,226
enwik8,bpe_30000,206
enwik8,bpe_30000,222
enwik8,bpe_30000,256
enwik8,bpe_30000,208
enwik8,bpe_30000,208
enwik8,bpe_30000,203
enwik8,bpe_30000,205
enwik8,bpe_30000,229
enwik8,bpe_30000,234
enwik8,bpe_30000,224
enwik8,bpe_30000,199
enwik8,bpe_30000,219
enwik8,bpe_30000,192
enwik8,bpe_30000,204
enwik8,bpe_30000,286
enwik8,bpe_30000,195
enwik8,bpe_30000,198
enwik8,bpe_30000,212
enwik8,bpe_30000,198
enwik8,bpe_30000,236
enwik8,bpe_30000,198
enwik8,bpe_30000,228
enwik8,bpe_30000,282
enwik8,bpe_30000,261
enwik8,bpe_30000,277
enwik8,bpe_30000,202
enwik8,bpe_30000,276
enwik8,bpe_30000,204
enwik8,bpe_30000,152
enwik8,bpe_30000,226
enwik8,bpe_30000,195
enwik8,bpe_30000,200
enwik8,bpe_30000,210
enwik8,bpe_30000,217
enwik8,bpe_30000,198
enwik8,bpe_30000,222
enwik8,bpe_30000,186
enwik8,bpe_30000,188
enwik8,bpe_30000,243
enwik8,bpe_30000,234
enwik8,bpe_30000,208
enwik8,bpe_30000,182
enwik8,bpe_30000,159
enwik8,bpe_30000,234
enwik8,bpe_30000,235
enwik8,bpe_30000,192
enwik8,bpe_30000,145
enwik8,bpe_30000,200
enwik8,bpe_30000,233
enwik8,bpe_30000,170
enwik8,bpe_30000,203
enwik8,bpe_30000,208
enwik8,bpe_30000,183
enwik8,bpe_30000,173
enwik8,bpe_30000,283
enwik8,bpe_30000,123
enwik8,bpe_30000,296
enwik8,bpe_30000,204
enwik8,bpe_30000,163
enwik8,bpe_30000,240
enwik8,bpe_30000,200
enwik8,bpe_30000,202
enwik8,bpe_30000,191
enwik8,bpe_30000,184
enwik8,bpe_30000,179
enwik8,bpe_30000,290
enwik8,bpe_30000,197
enwik8,bpe_30000,128
enwik8,bpe_30000,211
enwik8,bpe_30000,231
enwik8,bpe_30000,226
enwik8,bpe_30000,150
enwik8,bpe_30000,194
enwik8,bpe_30000,200
enwik8,bpe_30000,126
enwik8,bpe_30000,206
enwik8,bpe_30000,172
enwik8,bpe_30000,193
enwik8,bpe_30000,216
enwik8,bpe_30000,190
enwik8,bpe_30000,240
enwik8,bpe_30000,200
enwik8,bpe_30000,219
enwik8,bpe_30000,207
enwik8,bpe_30000,170
enwik8,bpe_30000,185
enwik8,bpe_30000,195
enwik8,bpe_30000,204
enwik8,bpe_30000,174
enwik8,bpe_30000,203
enwik8,bpe_30000,171
enwik8,bpe_30000,173
enwik8,bpe_30000,183
enwik8,bpe_30000,198
enwik8,bpe_30000,210
enwik8,bpe_30000,209
enwik8,bpe_30000,180
enwik8,bpe_30000,199
enwik8,bpe_30000,262
enwik8,bpe_30000,210
enwik8,bpe_30000,188
enwik8,bpe_30000,192
enwik8,bpe_30000,193
enwik8,bpe_30000,215
enwik8,bpe_30000,202
enwik8,bpe_30000,177
enwik8,bpe_30000,263
enwik8,bpe_30000,182
enwik8,bpe_30000,121
enwik8,bpe_30000,175
enwik8,bpe_30000,235
enwik8,bpe_30000,256
enwik8,bpe_30000,178
enwik8,bpe_30000,225
enwik8,bpe_30000,188
enwik8,bpe_30000,218
enwik8,bpe_30000,186
enwik8,bpe_30000,196
enwik8,bpe_30000,207
enwik8,bpe_30000,190
enwik8,bpe_30000,159
enwik8,bpe_30000,209
enwik8,bpe_30000,194
enwik8,bpe_30000,167
enwik8,bpe_30000,299
enwik8,bpe_30000,154
enwik8,bpe_30000,183
enwik8,bpe_30000,158
enwik8,bpe_30000,184
enwik8,bpe_30000,205
enwik8,bpe_30000,202
enwik8,bpe_30000,198
enwik8,bpe_30000,192
enwik8,bpe_30000,233
enwik8,bpe_30000,206
enwik8,bpe_30000,216
enwik8,bpe_30000,151
enwik8,bpe_30000,175
enwik8,bpe_30000,325
enwik8,bpe_30000,167
enwik8,bpe_30000,173
enwik8,bpe_30000,174
enwik8,bpe_30000,196
enwik8,bpe_30000,164
enwik8,bpe_30000,215
enwik8,bpe_30000,168
enwik8,bpe_30000,213
enwik8,bpe_30000,187
enwik8,bpe_30000,206
enwik8,bpe_30000,196
enwik8,bpe_30000,192
enwik8,bpe_30000,196
enwik8,bpe_30000,178
enwik8,bpe_30000,216
enwik8,bpe_30000,211
enwik8,bpe_30000,184
enwik8,bpe_30000,188
enwik8,bpe_30000,186
enwik8,bpe_30000,127
enwik8,bpe_30000,212
enwik8,bpe_30000,166
enwik8,bpe_30000,183
enwik8,bpe_30000,262
enwik8,bpe_30000,194
enwik8,bpe_30000,211
enwik8,bpe_30000,267
enwik8,bpe_30000,194
enwik8,bpe_30000,205
enwik8,bpe_30000,186
enwik8,bpe_30000,186
enwik8,bpe_30000,182
enwik8,bpe_30000,180
enwik8,bpe_30000,183
enwik8,bpe_30000,190
enwik8,bpe_30000,203
enwik8,bpe_30000,185
enwik8,bpe_30000,214
enwik8,bpe_30000,188
enwik8,bpe_30000,239
enwik8,bpe_30000,190
enwik8,bpe_30000,206
enwik8,bpe_30000,195
enwik8,bpe_30000,219
enwik8,bpe_30000,200
enwik8,bpe_30000,180
enwik8,bpe_30000,190
enwik8,bpe_30000,200
enwik8,bpe_30000,213
enwik8,bpe_30000,165
enwik8,bpe_30000,201
enwik8,bpe_30000,177
enwik8,bpe_30000,180
enwik8,bpe_30000,201
enwik8,bpe_30000,223
enwik8,bpe_30000,169
enwik8,bpe_30000,289
enwik8,bpe_30000,212
enwik8,bpe_30000,206
enwik8,bpe_30000,187
enwik8,bpe_30000,200
enwik8,bpe_30000,252
enwik8,bpe_30000,183
enwik8,bpe_30000,194
enwik8,bpe_30000,208
enwik8,bpe_30000,200
enwik8,bpe_30000,174
enwik8,bpe_30000,217
enwik8,bpe_30000,196
enwik8,bpe_30000,196
enwik8,bpe_30000,206
enwik8,bpe_30000,206
enwik8,bpe_30000,178
enwik8,bpe_30000,188
enwik8,bpe_30000,211
enwik8,bpe_30000,164
enwik8,bpe_30000,154
enwik8,bpe_30000,195
enwik8,bpe_30000,202
enwik8,bpe_30000,215
enwik8,bpe_30000,227
enwik8,bpe_30000,202
enwik8,bpe_30000,167
enwik8,bpe_30000,201
enwik8,bpe_30000,189
enwik8,bpe_30000,177
enwik8,bpe_30000,214
enwik8,bpe_30000,214
enwik8,bpe_30000,192
enwik8,bpe_30000,187
enwik8,bpe_30000,205
enwik8,bpe_30000,194
enwik8,bpe_30000,204
enwik8,bpe_30000,228
enwik8,bpe_30000,245
enwik8,bpe_30000,155
enwik8,bpe_30000,197
enwik8,bpe_30000,167
enwik8,bpe_30000,191
enwik8,bpe_30000,201
enwik8,bpe_30000,193
enwik8,bpe_30000,282
enwik8,bpe_30000,186
enwik8,bpe_30000,243
enwik8,bpe_30000,195
enwik8,bpe_30000,224
enwik8,bpe_30000,197
enwik8,bpe_30000,196
enwik8,bpe_30000,184
enwik8,bpe_30000,258
enwik8,bpe_30000,163
enwik8,bpe_30000,198
enwik8,bpe_30000,196
enwik8,bpe_30000,211
enwik8,bpe_30000,174
enwik8,bpe_30000,188
enwik8,bpe_30000,258
enwik8,bpe_30000,203
enwik8,bpe_30000,209
enwik8,bpe_30000,221
enwik8,bpe_30000,193
enwik8,bpe_30000,176
enwik8,bpe_30000,219
enwik8,bpe_30000,260
enwik8,bpe_30000,201
enwik8,bpe_30000,155
enwik8,bpe_30000,198
enwik8,bpe_30000,189
enwik8,bpe_30000,202
enwik8,bpe_30000,208
enwik8,bpe_30000,162
enwik8,bpe_30000,202
enwik8,bpe_30000,199
enwik8,bpe_30000,222
enwik8,bpe_30000,225
enwik8,bpe_30000,198
enwik8,bpe_30000,184
enwik8,bpe_30000,203
enwik8,bpe_30000,189
enwik8,bpe_30000,197
enwik8,bpe_30000,194
enwik8,bpe_30000,207
enwik8,bpe_30000,206
enwik8,bpe_30000,159
enwik8,bpe_30000,171
enwik8,bpe_30000,203
enwik8,bpe_30000,224
enwik8,bpe_30000,197
enwik8,bpe_30000,168
enwik8,bpe_30000,238
enwik8,bpe_30000,179
enwik8,bpe_30000,233
enwik8,bpe_30000,179
enwik8,bpe_30000,190
enwik8,bpe_30000,200
enwik8,bpe_30000,164
enwik8,bpe_30000,198
enwik8,bpe_30000,184
enwik8,bpe_30000,197
enwik8,bpe_30000,182
enwik8,bpe_30000,215
enwik8,bpe_30000,186
enwik8,bpe_30000,191
enwik8,bpe_30000,194
enwik8,bpe_30000,181
enwik8,bpe_30000,181
enwik8,bpe_30000,194
enwik8,bpe_30000,208
enwik8,bpe_30000,186
enwik8,bpe_30000,194
enwik8,bpe_30000,270
enwik8,bpe_30000,180
enwik8,bpe_30000,174
enwik8,bpe_30000,204
enwik8,bpe_30000,217
enwik8,bpe_30000,224
enwik8,bpe_30000,198
enwik8,bpe_30000,243
enwik8,bpe_30000,198
enwik8,bpe_30000,196
enwik8,bpe_30000,232
enwik8,bpe_30000,203
enwik8,bpe_30000,185
enwik8,bpe_30000,151
enwik8,bpe_30000,245
enwik8,bpe_30000,191
enwik8,bpe_30000,200
enwik8,bpe_30000,197
enwik8,bpe_30000,192
enwik8,bpe_30000,206
enwik8,bpe_30000,211
enwik8,bpe_30000,227
enwik8,bpe_30000,177
enwik8,bpe_30000,228
enwik8,bpe_30000,172
enwik8,bpe_30000,201
enwik8,bpe_30000,202
enwik8,bpe_30000,190
enwik8,bpe_30000,198
enwik8,bpe_30000,181
enwik8,bpe_30000,204
enwik8,bpe_30000,217
enwik8,bpe_30000,210
enwik8,bpe_30000,279
enwik8,bpe_30000,221
enwik8,bpe_30000,232
enwik8,bpe_30000,206
enwik8,bpe_30000,191
enwik8,bpe_30000,381
enwik8,bpe_30000,236
enwik8,bpe_30000,259
enwik8,bpe_30000,221
enwik8,bpe_30000,200
enwik8,bpe_30000,197
enwik8,bpe_30000,358
enwik8,bpe_30000,200
enwik8,bpe_30000,178
enwik8,bpe_30000,172
enwik8,bpe_30000,167
enwik8,bpe_30000,206
enwik8,bpe_30000,212
enwik8,bpe_30000,145
enwik8,bpe_30000,179
enwik8,bpe_30000,179
enwik8,bpe_30000,256
enwik8,bpe_30000,197
enwik8,bpe_30000,210
enwik8,bpe_30000,172
enwik8,bpe_30000,177
enwik8,bpe_30000,214
enwik8,bpe_30000,207
enwik8,bpe_30000,215
enwik8,bpe_30000,180
enwik8,bpe_30000,274
enwik8,bpe_30000,243
enwik8,bpe_30000,216
enwik8,bpe_30000,175
enwik8,bpe_30000,238
enwik8,bpe_30000,223
enwik8,bpe_30000,203
enwik8,bpe_30000,174
enwik8,bpe_30000,234
enwik8,bpe_30000,183
enwik8,bpe_30000,157
enwik8,bpe_30000,173
enwik8,bpe_30000,310
enwik8,bpe_30000,188
enwik8,bpe_30000,201
enwik8,bpe_30000,200
enwik8,bpe_30000,188
enwik8,bpe_30000,173
enwik8,bpe_30000,189
enwik8,bpe_30000,202
enwik8,bpe_30000,182
