dataset,tokenizer,sequence_length
wikitext103,char,1579
wikitext103,char,13
wikitext103,char,1084
wikitext103,char,410
wikitext103,char,452
wikitext103,char,162
wikitext103,char,5
wikitext103,char,400
wikitext103,char,249
wikitext103,char,212
wikitext103,char,175
wikitext103,char,1103
wikitext103,char,128
wikitext103,char,70
wikitext103,char,26
wikitext103,char,1736
wikitext103,char,24
wikitext103,char,535
wikitext103,char,17
wikitext103,char,452
wikitext103,char,449
wikitext103,char,7
wikitext103,char,342
wikitext103,char,467
wikitext103,char,19
wikitext103,char,8
wikitext103,char,495
wikitext103,char,11
wikitext103,char,15
wikitext103,char,928
wikitext103,char,17
wikitext103,char,859
wikitext103,char,889
wikitext103,char,31
wikitext103,char,426
wikitext103,char,27
wikitext103,char,426
wikitext103,char,330
wikitext103,char,23
wikitext103,char,543
wikitext103,char,158
wikitext103,char,27
wikitext103,char,758
wikitext103,char,141
wikitext103,char,17
wikitext103,char,487
wikitext103,char,23
wikitext103,char,113
wikitext103,char,24
wikitext103,char,430
wikitext103,char,27
wikitext103,char,227
wikitext103,char,16
wikitext103,char,144
wikitext103,char,20
wikitext103,char,290
wikitext103,char,17
wikitext103,char,21
wikitext103,char,7
wikitext103,char,4
wikitext103,char,17
wikitext103,char,32
wikitext103,char,13
wikitext103,char,78
wikitext103,char,15
wikitext103,char,846
wikitext103,char,830
wikitext103,char,310
wikitext103,char,10
wikitext103,char,209
wikitext103,char,871
wikitext103,char,480
wikitext103,char,19
wikitext103,char,13
wikitext103,char,421
wikitext103,char,493
wikitext103,char,464
wikitext103,char,260
wikitext103,char,19
wikitext103,char,34
wikitext103,char,596
wikitext103,char,432
wikitext103,char,759
wikitext103,char,525
wikitext103,char,603
wikitext103,char,701
wikitext103,char,32
wikitext103,char,1410
wikitext103,char,542
wikitext103,char,1153
wikitext103,char,647
wikitext103,char,34
wikitext103,char,240
wikitext103,char,1229
wikitext103,char,523
wikitext103,char,32
wikitext103,char,993
wikitext103,char,465
wikitext103,char,564
wikitext103,char,483
wikitext103,char,508
wikitext103,char,491
wikitext103,char,40
wikitext103,char,1084
wikitext103,char,901
wikitext103,char,552
wikitext103,char,899
wikitext103,char,631
wikitext103,char,36
wikitext103,char,1638
wikitext103,char,554
wikitext103,char,928
wikitext103,char,4
wikitext103,char,1201
wikitext103,char,14
wikitext103,char,710
wikitext103,char,660
wikitext103,char,11
wikitext103,char,155
wikitext103,char,504
wikitext103,char,26
wikitext103,char,6
wikitext103,char,31
wikitext103,char,59
wikitext103,char,13
wikitext103,char,292
wikitext103,char,353
wikitext103,char,224
wikitext103,char,150
wikitext103,char,17
wikitext103,char,1411
wikitext103,char,441
wikitext103,char,6
wikitext103,char,258
wikitext103,char,12
wikitext103,char,127
wikitext103,char,15
wikitext103,char,836
wikitext103,char,19
wikitext103,char,171
wikitext103,char,273
wikitext103,char,444
wikitext103,char,23
wikitext103,char,1023
wikitext103,char,6
wikitext103,char,833
wikitext103,char,430
wikitext103,char,864
wikitext103,char,488
wikitext103,char,201
wikitext103,char,7
wikitext103,char,505
wikitext103,char,562
wikitext103,char,1033
wikitext103,char,16
wikitext103,char,1091
wikitext103,char,533
wikitext103,char,1056
wikitext103,char,1114
wikitext103,char,865
wikitext103,char,691
wikitext103,char,344
wikitext103,char,11
wikitext103,char,1136
wikitext103,char,990
wikitext103,char,1172
wikitext103,char,10
wikitext103,char,717
wikitext103,char,1078
wikitext103,char,1084
wikitext103,char,1009
wikitext103,char,1215
wikitext103,char,926
wikitext103,char,18
wikitext103,char,1102
wikitext103,char,1216
wikitext103,char,10
wikitext103,char,312
wikitext103,char,476
wikitext103,char,7
wikitext103,char,133
wikitext103,char,669
wikitext103,char,459
wikitext103,char,352
wikitext103,char,460
wikitext103,char,13
wikitext103,char,1022
wikitext103,char,1830
wikitext103,char,998
wikitext103,char,846
wikitext103,char,43
wikitext103,char,654
wikitext103,char,590
wikitext103,char,405
wikitext103,char,44
wikitext103,char,31
wikitext103,char,241
wikitext103,char,69
wikitext103,char,72
wikitext103,char,103
wikitext103,char,688
wikitext103,char,179
wikitext103,char,7
wikitext103,char,837
wikitext103,char,1399
wikitext103,char,18
wikitext103,char,676
wikitext103,char,1540
wikitext103,char,488
wikitext103,char,22
wikitext103,char,572
wikitext103,char,735
wikitext103,char,6
wikitext103,char,393
wikitext103,char,619
wikitext103,char,836
wikitext103,char,501
wikitext103,char,332
wikitext103,char,22
wikitext103,char,776
wikitext103,char,728
wikitext103,char,10
wikitext103,char,340
wikitext103,char,1213
wikitext103,char,1090
wikitext103,char,373
wikitext103,char,625
wikitext103,char,32
wikitext103,char,1118
wikitext103,char,734
wikitext103,char,46
wikitext103,char,750
wikitext103,char,1106
wikitext103,char,681
wikitext103,char,1053
wikitext103,char,1400
wikitext103,char,10
wikitext103,char,453
wikitext103,char,34
wikitext103,char,1774
wikitext103,char,477
wikitext103,char,27
wikitext103,char,116
wikitext103,char,89
wikitext103,char,630
wikitext103,char,468
wikitext103,char,22
wikitext103,char,436
wikitext103,char,679
wikitext103,char,1119
wikitext103,char,1205
wikitext103,char,447
wikitext103,char,15
wikitext103,char,540
wikitext103,char,1099
wikitext103,char,24
wikitext103,char,829
wikitext103,char,14
wikitext103,char,430
wikitext103,char,735
wikitext103,char,19
wikitext103,char,559
wikitext103,char,421
wikitext103,char,8
wikitext103,char,1033
wikitext103,char,380
wikitext103,char,5
wikitext103,char,7
wikitext103,char,625
wikitext103,char,6
wikitext103,char,483
wikitext103,char,434
wikitext103,char,27
wikitext103,char,14
wikitext103,char,206
wikitext103,char,205
wikitext103,char,576
wikitext103,char,19
wikitext103,char,13
wikitext103,char,821
wikitext103,char,338
wikitext103,char,19
wikitext103,char,19
wikitext103,char,6
wikitext103,char,508
wikitext103,char,38
wikitext103,char,461
wikitext103,char,493
wikitext103,char,609
wikitext103,char,621
wikitext103,char,10
wikitext103,char,865
wikitext103,char,1401
wikitext103,char,24
wikitext103,char,849
wikitext103,char,918
wikitext103,char,11
wikitext103,char,1053
wikitext103,char,1341
wikitext103,char,21
wikitext103,char,859
wikitext103,char,525
wikitext103,char,7
wikitext103,char,1254
wikitext103,char,1162
wikitext103,char,4
wikitext103,char,635
wikitext103,char,813
wikitext103,char,22
wikitext103,char,1069
wikitext103,char,1232
wikitext103,char,705
wikitext103,char,28
wikitext103,char,650
wikitext103,char,1161
wikitext103,char,13
wikitext103,char,71
wikitext103,char,9
wikitext103,char,50
wikitext103,char,17
wikitext103,char,14
wikitext103,char,15
wikitext103,char,27
wikitext103,char,522
wikitext103,char,833
wikitext103,char,745
wikitext103,char,18
wikitext103,char,1208
wikitext103,char,704
wikitext103,char,873
wikitext103,char,14
wikitext103,char,988
wikitext103,char,869
wikitext103,char,688
wikitext103,char,862
wikitext103,char,6
wikitext103,char,469
wikitext103,char,18
wikitext103,char,1090
wikitext103,char,1243
wikitext103,char,24
wikitext103,char,1185
wikitext103,char,1159
wikitext103,char,18
wikitext103,char,1074
wikitext103,char,1310
wikitext103,char,39
wikitext103,char,882
wikitext103,char,1159
wikitext103,char,39
wikitext103,char,849
wikitext103,char,711
wikitext103,char,25
wikitext103,char,1249
wikitext103,char,553
wikitext103,char,22
wikitext103,char,1236
wikitext103,char,1121
wikitext103,char,34
wikitext103,char,917
wikitext103,char,776
wikitext103,char,34
wikitext103,char,805
wikitext103,char,919
wikitext103,char,24
wikitext103,char,640
wikitext103,char,638
wikitext103,char,24
wikitext103,char,1086
wikitext103,char,1093
wikitext103,char,26
wikitext103,char,841
wikitext103,char,514
wikitext103,char,22
wikitext103,char,1058
wikitext103,char,988
wikitext103,char,21
wikitext103,char,1259
wikitext103,char,1255
wikitext103,char,26
wikitext103,char,1284
wikitext103,char,756
wikitext103,char,19
wikitext103,char,1098
wikitext103,char,275
wikitext103,char,19
wikitext103,char,1170
wikitext103,char,13
wikitext103,char,970
wikitext103,char,1039
wikitext103,char,33
wikitext103,char,1129
wikitext103,char,337
wikitext103,char,25
wikitext103,char,1223
wikitext103,char,607
wikitext103,char,21
wikitext103,char,713
wikitext103,char,904
wikitext103,char,12
wikitext103,char,685
wikitext103,char,875
wikitext103,char,501
wikitext103,char,1727
wikitext103,char,711
wikitext103,char,11
wikitext103,char,1201
wikitext103,char,19
wikitext103,char,340
wikitext103,char,11
wikitext103,char,642
wikitext103,char,10
wikitext103,char,559
wikitext103,char,13
wikitext103,char,390
wikitext103,char,3
wikitext103,char,808
wikitext103,char,7
wikitext103,char,859
wikitext103,char,181
wikitext103,char,249
wikitext103,char,9
wikitext103,char,25
wikitext103,char,142
wikitext103,char,313
wikitext103,char,7
wikitext103,char,348
wikitext103,char,137
wikitext103,char,7
wikitext103,char,316
wikitext103,char,16
wikitext103,char,14
wikitext103,char,262
wikitext103,char,40
wikitext103,char,100
wikitext103,char,37
wikitext103,char,15
wikitext103,char,12
wikitext103,char,770
wikitext103,char,319
wikitext103,char,384
wikitext103,char,316
wikitext103,char,14
wikitext103,char,346
wikitext103,char,850
wikitext103,char,31
wikitext103,char,544
wikitext103,char,17
wikitext103,char,152
wikitext103,char,23
wikitext103,char,370
wikitext103,char,7
wikitext103,char,424
wikitext103,char,3
wikitext103,char,848
wikitext103,char,267
wikitext103,char,228
wikitext103,char,12
wikitext103,char,198
wikitext103,char,20
wikitext103,char,523
wikitext103,char,1056
wikitext103,char,365
wikitext103,char,10
wikitext103,char,967
wikitext103,char,15
wikitext103,char,389
wikitext103,char,1242
wikitext103,char,589
wikitext103,char,11
wikitext103,char,787
wikitext103,char,501
wikitext103,char,1251
wikitext103,char,654
wikitext103,char,17
wikitext103,char,657
wikitext103,char,11
wikitext103,char,1223
wikitext103,char,679
wikitext103,char,12
wikitext103,char,566
wikitext103,char,1085
wikitext103,char,575
wikitext103,char,1048
wikitext103,char,1032
wikitext103,char,825
wikitext103,char,11
wikitext103,char,858
wikitext103,char,590
wikitext103,char,6
wikitext103,char,948
wikitext103,char,686
wikitext103,char,791
wikitext103,char,1368
wikitext103,char,1035
wikitext103,char,1000
wikitext103,char,6
wikitext103,char,815
wikitext103,char,9
wikitext103,char,638
wikitext103,char,635
wikitext103,char,1575
wikitext103,char,357
wikitext103,char,1559
wikitext103,char,1704
wikitext103,char,808
wikitext103,char,26
wikitext103,char,423
wikitext103,char,814
wikitext103,char,260
wikitext103,char,441
wikitext103,char,16
wikitext103,char,37
wikitext103,char,71
wikitext103,char,211
wikitext103,char,165
wikitext103,char,167
wikitext103,char,170
wikitext103,char,72
wikitext103,char,133
wikitext103,char,17
wikitext103,char,206
wikitext103,char,145
wikitext103,char,182
wikitext103,char,83
wikitext103,char,82
wikitext103,char,170
wikitext103,char,163
wikitext103,char,134
wikitext103,char,131
wikitext103,char,12
wikitext103,char,578
wikitext103,char,1389
wikitext103,char,1103
wikitext103,char,608
wikitext103,char,10
wikitext103,char,536
wikitext103,char,550
wikitext103,char,475
wikitext103,char,29
wikitext103,char,40
wikitext103,char,34
wikitext103,char,512
wikitext103,char,798
wikitext103,char,39
wikitext103,char,1179
wikitext103,char,909
wikitext103,char,1821
wikitext103,char,671
wikitext103,char,597
wikitext103,char,1124
wikitext103,char,519
wikitext103,char,1613
wikitext103,char,457
wikitext103,char,1187
wikitext103,char,784
wikitext103,char,39
wikitext103,char,1468
wikitext103,char,39
wikitext103,char,513
wikitext103,char,825
wikitext103,char,368
wikitext103,char,613
wikitext103,char,7
wikitext103,char,740
wikitext103,char,473
wikitext103,char,13
wikitext103,char,56
wikitext103,char,649
wikitext103,char,1128
wikitext103,char,1981
wikitext103,char,1348
wikitext103,char,46
wikitext103,char,925
wikitext103,char,893
wikitext103,char,821
wikitext103,char,47
wikitext103,char,931
wikitext103,char,810
wikitext103,char,1085
wikitext103,char,15
wikitext103,char,282
wikitext103,char,284
wikitext103,char,298
wikitext103,char,632
wikitext103,char,869
wikitext103,char,25
wikitext103,char,16
wikitext103,char,692
wikitext103,char,46
wikitext103,char,1012
wikitext103,char,224
wikitext103,char,1085
wikitext103,char,1024
wikitext103,char,983
wikitext103,char,1190
wikitext103,char,320
wikitext103,char,510
wikitext103,char,329
wikitext103,char,666
wikitext103,char,676
wikitext103,char,16
wikitext103,char,300
wikitext103,char,317
wikitext103,char,821
wikitext103,char,21
wikitext103,char,13
wikitext103,char,589
wikitext103,char,263
wikitext103,char,454
wikitext103,char,292
wikitext103,char,280
wikitext103,char,124
wikitext103,char,11
wikitext103,char,235
wikitext103,char,310
wikitext103,char,118
wikitext103,char,150
wikitext103,char,179
wikitext103,char,153
wikitext103,char,98
wikitext103,char,11
wikitext103,char,10
wikitext103,char,11
wikitext103,char,12
wikitext103,char,15
wikitext103,char,73
wikitext103,char,97
wikitext103,char,28
wikitext103,char,49
wikitext103,char,15
wikitext103,char,11
wikitext103,char,8
wikitext103,char,18
wikitext103,char,40
wikitext103,char,26
wikitext103,char,54
wikitext103,char,39
wikitext103,char,63
wikitext103,char,22
wikitext103,char,4
wikitext103,char,8
wikitext103,char,27
wikitext103,char,3
wikitext103,char,16
wikitext103,char,17
wikitext103,char,56
wikitext103,char,30
wikitext103,char,8
wikitext103,char,11
wikitext103,char,5
wikitext103,char,11
wikitext103,char,9
wikitext103,char,15
wikitext103,char,27
wikitext103,char,17
wikitext103,char,13
wikitext103,char,22
wikitext103,char,28
wikitext103,char,32
wikitext103,char,15
wikitext103,char,30
wikitext103,char,30
wikitext103,char,60
wikitext103,char,33
wikitext103,char,63
wikitext103,char,107
wikitext103,char,76
wikitext103,char,25
wikitext103,char,35
wikitext103,char,20
wikitext103,char,40
wikitext103,char,46
wikitext103,char,45
wikitext103,char,43
wikitext103,char,44
wikitext103,char,36
wikitext103,char,35
wikitext103,char,71
wikitext103,char,18
wikitext103,char,13
wikitext103,char,21
wikitext103,char,27
wikitext103,char,14
wikitext103,char,24
wikitext103,char,18
wikitext103,char,33
wikitext103,char,30
wikitext103,char,39
wikitext103,char,34
wikitext103,char,16
wikitext103,char,41
wikitext103,char,29
wikitext103,char,36
wikitext103,char,41
wikitext103,char,22
wikitext103,char,22
wikitext103,char,86
wikitext103,char,23
wikitext103,char,42
wikitext103,char,23
wikitext103,char,42
wikitext103,char,21
wikitext103,char,70
wikitext103,char,25
wikitext103,char,40
wikitext103,char,44
wikitext103,char,93
wikitext103,char,43
wikitext103,char,36
wikitext103,char,64
wikitext103,char,29
wikitext103,char,21
wikitext103,char,38
wikitext103,char,40
wikitext103,char,38
wikitext103,char,60
wikitext103,char,33
wikitext103,char,30
wikitext103,char,25
wikitext103,char,21
wikitext103,char,25
wikitext103,char,30
wikitext103,char,64
wikitext103,char,48
wikitext103,char,106
wikitext103,char,111
wikitext103,char,108
wikitext103,char,206
wikitext103,char,17
wikitext103,char,641
wikitext103,char,7
wikitext103,char,723
wikitext103,char,331
wikitext103,char,574
wikitext103,char,11
wikitext103,char,457
wikitext103,char,1234
wikitext103,char,201
wikitext103,char,10
wikitext103,char,191
wikitext103,char,7
wikitext103,char,748
wikitext103,char,9
wikitext103,char,185
wikitext103,char,9
wikitext103,char,15
wikitext103,char,35
wikitext103,char,48
wikitext103,char,7
wikitext103,char,3
wikitext103,char,7
wikitext103,char,234
wikitext103,char,7
wikitext103,char,55
wikitext103,char,7
wikitext103,char,52
wikitext103,char,7
wikitext103,char,64
wikitext103,char,7
wikitext103,char,23
wikitext103,char,80
wikitext103,char,7
wikitext103,char,36
wikitext103,char,7
wikitext103,char,111
wikitext103,char,7
wikitext103,char,168
wikitext103,char,7
wikitext103,char,25
wikitext103,char,168
wikitext103,char,33
wikitext103,char,65
wikitext103,char,25
wikitext103,char,249
wikitext103,char,18
wikitext103,char,529
wikitext103,char,473
wikitext103,char,11
wikitext103,char,346
wikitext103,char,702
wikitext103,char,950
wikitext103,char,4
wikitext103,char,8
wikitext103,char,477
wikitext103,char,675
wikitext103,char,479
wikitext103,char,8
wikitext103,char,782
wikitext103,char,1551
wikitext103,char,1206
wikitext103,char,1766
wikitext103,char,10
wikitext103,char,786
wikitext103,char,750
wikitext103,char,10
wikitext103,char,26
wikitext103,char,947
wikitext103,char,776
wikitext103,char,695
wikitext103,char,7
wikitext103,char,1402
wikitext103,char,1408
wikitext103,char,19
wikitext103,char,1077
wikitext103,char,905
wikitext103,char,375
wikitext103,char,23
wikitext103,char,810
wikitext103,char,18
wikitext103,char,1196
wikitext103,char,990
wikitext103,char,856
wikitext103,char,225
wikitext103,char,11
wikitext103,char,225
wikitext103,char,261
wikitext103,char,10
wikitext103,char,196
wikitext103,char,20
wikitext103,char,720
wikitext103,char,7
wikitext103,char,12
wikitext103,char,616
wikitext103,char,1111
wikitext103,char,746
wikitext103,char,1457
wikitext103,char,1467
wikitext103,char,449
wikitext103,char,29
wikitext103,char,839
wikitext103,char,324
wikitext103,char,26
wikitext103,char,604
wikitext103,char,1118
wikitext103,char,670
wikitext103,char,307
wikitext103,char,19
wikitext103,char,19
wikitext103,char,1629
wikitext103,char,871
wikitext103,char,10
wikitext103,char,630
wikitext103,char,858
wikitext103,char,375
wikitext103,char,25
wikitext103,char,503
wikitext103,char,1133
wikitext103,char,902
wikitext103,char,1190
wikitext103,char,11
wikitext103,char,589
wikitext103,char,286
wikitext103,char,173
wikitext103,char,19
wikitext103,char,12
wikitext103,char,607
wikitext103,char,2134
wikitext103,char,18
wikitext103,char,1321
wikitext103,char,1646
wikitext103,char,2013
wikitext103,char,1559
wikitext103,char,15
wikitext103,char,2074
wikitext103,char,2248
wikitext103,char,1474
wikitext103,char,1456
wikitext103,char,10
wikitext103,char,1080
wikitext103,char,8
wikitext103,char,1808
wikitext103,char,1045
wikitext103,char,3
wikitext103,char,534
wikitext103,char,617
wikitext103,char,8
wikitext103,char,732
wikitext103,char,657
wikitext103,char,4
wikitext103,char,459
wikitext103,char,814
wikitext103,char,1163
wikitext103,char,812
wikitext103,char,23
wikitext103,char,580
wikitext103,char,9
wikitext103,char,1015
wikitext103,char,1096
wikitext103,char,20
wikitext103,char,1065
wikitext103,char,593
wikitext103,char,447
wikitext103,char,18
wikitext103,char,803
wikitext103,char,757
wikitext103,char,1180
wikitext103,char,6
wikitext103,char,953
wikitext103,char,15
wikitext103,char,1025
wikitext103,char,894
wikitext103,char,368
wikitext103,char,369
wikitext103,char,11
wikitext103,char,680
wikitext103,char,1069
wikitext103,char,1065
wikitext103,char,1456
wikitext103,char,605
wikitext103,char,15
wikitext103,char,662
wikitext103,char,11
wikitext103,char,496
wikitext103,char,1701
wikitext103,char,1863
wikitext103,char,1232
wikitext103,char,1411
wikitext103,char,1620
wikitext103,char,1392
wikitext103,char,1265
wikitext103,char,1302
wikitext103,char,1164
wikitext103,char,1020
wikitext103,char,8
wikitext103,char,655
wikitext103,char,1427
wikitext103,char,1360
wikitext103,char,1017
wikitext103,char,1212
wikitext103,char,8
wikitext103,char,696
wikitext103,char,1042
wikitext103,char,948
wikitext103,char,6
wikitext103,char,763
wikitext103,char,785
wikitext103,char,856
wikitext103,char,12
wikitext103,char,402
wikitext103,char,683
wikitext103,char,277
wikitext103,char,11
wikitext103,char,731
wikitext103,char,628
wikitext103,char,9
wikitext103,char,668
wikitext103,char,8
wikitext103,char,281
wikitext103,char,167
wikitext103,char,141
wikitext103,char,306
wikitext103,char,270
wikitext103,char,422
wikitext103,char,166
wikitext103,char,203
wikitext103,char,122
wikitext103,char,131
wikitext103,char,260
wikitext103,char,12
wikitext103,char,590
wikitext103,char,469
wikitext103,char,771
wikitext103,char,979
wikitext103,char,10
wikitext103,char,402
wikitext103,char,553
wikitext103,char,338
wikitext103,char,827
wikitext103,char,367
wikitext103,char,796
wikitext103,char,371
wikitext103,char,14
wikitext103,char,749
wikitext103,char,631
wikitext103,char,341
wikitext103,char,16
wikitext103,char,810
wikitext103,char,16
wikitext103,char,428
wikitext103,char,464
wikitext103,char,481
wikitext103,char,689
wikitext103,char,212
wikitext103,char,16
wikitext103,char,848
wikitext103,char,449
wikitext103,char,16
wikitext103,char,531
wikitext103,char,665
wikitext103,char,305
wikitext103,char,601
wikitext103,char,597
wikitext103,char,15
wikitext103,char,308
wikitext103,char,624
wikitext103,char,754
wikitext103,char,855
wikitext103,char,401
wikitext103,char,10
wikitext103,char,1325
wikitext103,char,506
wikitext103,char,744
wikitext103,char,634
wikitext103,char,172
wikitext103,char,17
wikitext103,char,728
wikitext103,char,329
wikitext103,char,16
wikitext103,char,786
wikitext103,char,721
wikitext103,char,15
wikitext103,char,731
wikitext103,char,424
wikitext103,char,135
wikitext103,char,574
wikitext103,char,3
wikitext103,char,14
wikitext103,char,764
wikitext103,char,14
wikitext103,char,1343
wikitext103,char,546
wikitext103,char,414
wikitext103,char,1067
wikitext103,char,857
wikitext103,char,544
wikitext103,char,385
wikitext103,char,762
wikitext103,char,13
wikitext103,char,1259
wikitext103,char,848
wikitext103,char,197
wikitext103,char,20
wikitext103,char,7
wikitext103,char,3
wikitext103,char,22
wikitext103,char,51
wikitext103,char,48
wikitext103,char,83
wikitext103,char,46
wikitext103,char,75
wikitext103,char,52
wikitext103,char,21
wikitext103,char,603
wikitext103,char,11
wikitext103,char,686
wikitext103,char,487
wikitext103,char,483
wikitext103,char,625
wikitext103,char,485
wikitext103,char,11
wikitext103,char,529
wikitext103,char,750
wikitext103,char,678
wikitext103,char,669
wikitext103,char,234
wikitext103,char,334
wikitext103,char,14
wikitext103,char,468
wikitext103,char,610
wikitext103,char,460
wikitext103,char,482
wikitext103,char,29
wikitext103,char,758
wikitext103,char,1043
wikitext103,char,834
wikitext103,char,767
wikitext103,char,4
wikitext103,char,971
wikitext103,char,968
wikitext103,char,1019
wikitext103,char,315
wikitext103,char,807
wikitext103,char,19
wikitext103,char,24
wikitext103,char,2080
wikitext103,char,27
wikitext103,char,1330
wikitext103,char,1350
wikitext103,char,21
wikitext103,char,967
wikitext103,char,1967
wikitext103,char,1313
wikitext103,char,1542
wikitext103,char,24
wikitext103,char,1181
wikitext103,char,1090
wikitext103,char,1257
wikitext103,char,13
wikitext103,char,1102
wikitext103,char,1345
wikitext103,char,1297
wikitext103,char,10
wikitext103,char,11
wikitext103,char,905
wikitext103,char,886
wikitext103,char,1309
wikitext103,char,1079
wikitext103,char,7
wikitext103,char,1033
wikitext103,char,692
wikitext103,char,1512
wikitext103,char,734
wikitext103,char,1343
wikitext103,char,7
wikitext103,char,1008
wikitext103,char,1542
wikitext103,char,1801
wikitext103,char,682
wikitext103,char,7
wikitext103,char,1280
wikitext103,char,1366
wikitext103,char,1511
wikitext103,char,1535
wikitext103,char,1062
wikitext103,char,7
wikitext103,char,1729
wikitext103,char,1080
wikitext103,char,14
wikitext103,char,1016
wikitext103,char,2124
wikitext103,char,1485
wikitext103,char,5
wikitext103,char,1007
wikitext103,char,997
wikitext103,char,7
wikitext103,char,9
wikitext103,char,1174
wikitext103,char,14
wikitext103,char,464
wikitext103,char,864
wikitext103,char,1035
wikitext103,char,929
wikitext103,char,10
wikitext103,char,1673
wikitext103,char,478
wikitext103,char,232
wikitext103,char,18
wikitext103,char,542
wikitext103,char,1635
wikitext103,char,1454
wikitext103,char,2062
wikitext103,char,403
wikitext103,char,390
wikitext103,char,9
wikitext103,char,808
wikitext103,char,1534
wikitext103,char,1434
wikitext103,char,97
wikitext103,char,16
wikitext103,char,423
wikitext103,char,611
wikitext103,char,715
wikitext103,char,11
wikitext103,char,710
wikitext103,char,525
wikitext103,char,18
wikitext103,char,470
wikitext103,char,575
wikitext103,char,858
wikitext103,char,36
wikitext103,char,859
wikitext103,char,709
wikitext103,char,534
wikitext103,char,782
wikitext103,char,633
wikitext103,char,751
wikitext103,char,571
wikitext103,char,30
wikitext103,char,425
wikitext103,char,490
wikitext103,char,650
wikitext103,char,864
wikitext103,char,984
wikitext103,char,456
wikitext103,char,559
wikitext103,char,470
wikitext103,char,27
wikitext103,char,1214
wikitext103,char,1063
wikitext103,char,527
wikitext103,char,997
wikitext103,char,8
wikitext103,char,503
wikitext103,char,529
wikitext103,char,664
wikitext103,char,503
wikitext103,char,21
wikitext103,char,560
wikitext103,char,462
wikitext103,char,22
wikitext103,char,667
wikitext103,char,559
wikitext103,char,4
wikitext103,char,323
wikitext103,char,531
wikitext103,char,789
wikitext103,char,572
wikitext103,char,10
wikitext103,char,6
wikitext103,char,205
wikitext103,char,469
wikitext103,char,303
wikitext103,char,265
wikitext103,char,653
wikitext103,char,19
wikitext103,char,13
wikitext103,char,648
wikitext103,char,291
wikitext103,char,333
wikitext103,char,251
wikitext103,char,22
wikitext103,char,10
wikitext103,char,349
wikitext103,char,794
wikitext103,char,758
wikitext103,char,613
wikitext103,char,332
wikitext103,char,326
wikitext103,char,609
wikitext103,char,539
wikitext103,char,301
wikitext103,char,30
wikitext103,char,617
wikitext103,char,383
wikitext103,char,640
wikitext103,char,409
wikitext103,char,379
wikitext103,char,637
wikitext103,char,281
wikitext103,char,19
wikitext103,char,382
wikitext103,char,272
wikitext103,char,208
wikitext103,char,23
wikitext103,char,150
wikitext103,char,278
wikitext103,char,223
wikitext103,char,343
wikitext103,char,345
wikitext103,char,403
wikitext103,char,401
wikitext103,char,449
wikitext103,char,450
wikitext103,char,501
wikitext103,char,321
wikitext103,char,507
wikitext103,char,28
wikitext103,char,168
wikitext103,char,520
wikitext103,char,423
wikitext103,char,543
wikitext103,char,515
wikitext103,char,534
wikitext103,char,310
wikitext103,char,19
wikitext103,char,222
wikitext103,char,402
wikitext103,char,550
wikitext103,char,26
wikitext103,char,507
wikitext103,char,364
wikitext103,char,209
wikitext103,char,377
wikitext103,char,332
wikitext103,char,267
wikitext103,char,42
wikitext103,char,213
wikitext103,char,49
wikitext103,char,544
wikitext103,char,29
wikitext103,char,611
wikitext103,char,31
wikitext103,char,326
wikitext103,char,52
wikitext103,char,440
wikitext103,char,381
wikitext103,char,277
wikitext103,char,832
wikitext103,char,497
wikitext103,char,322
wikitext103,char,809
wikitext103,char,536
wikitext103,char,347
wikitext103,char,331
wikitext103,char,11
wikitext103,char,560
wikitext103,char,274
wikitext103,char,255
wikitext103,char,551
wikitext103,char,495
wikitext103,char,397
wikitext103,char,201
wikitext103,char,147
wikitext103,char,663
wikitext103,char,19
wikitext103,char,324
wikitext103,char,14
wikitext103,char,762
wikitext103,char,486
wikitext103,char,260
wikitext103,char,11
wikitext103,char,316
wikitext103,char,188
wikitext103,char,14
wikitext103,char,254
wikitext103,char,429
wikitext103,char,9
wikitext103,char,246
wikitext103,char,8
wikitext103,char,153
wikitext103,char,697
wikitext103,char,5
wikitext103,char,282
wikitext103,char,12
wikitext103,char,229
wikitext103,char,15
wikitext103,char,233
wikitext103,char,8
wikitext103,char,198
wikitext103,char,18
wikitext103,char,109
wikitext103,char,9
wikitext103,char,270
wikitext103,char,7
wikitext103,char,297
wikitext103,char,191
wikitext103,char,310
wikitext103,char,16
wikitext103,char,162
wikitext103,char,38
wikitext103,char,16
wikitext103,char,746
wikitext103,char,558
wikitext103,char,252
wikitext103,char,19
wikitext103,char,293
wikitext103,char,760
wikitext103,char,21
wikitext103,char,461
wikitext103,char,444
wikitext103,char,264
wikitext103,char,87
wikitext103,char,14
wikitext103,char,636
wikitext103,char,447
wikitext103,char,334
wikitext103,char,84
wikitext103,char,6
wikitext103,char,452
wikitext103,char,536
wikitext103,char,319
wikitext103,char,537
wikitext103,char,438
wikitext103,char,1511
wikitext103,char,7
wikitext103,char,320
wikitext103,char,489
wikitext103,char,451
wikitext103,char,830
wikitext103,char,823
wikitext103,char,595
wikitext103,char,501
wikitext103,char,282
wikitext103,char,393
wikitext103,char,381
wikitext103,char,568
wikitext103,char,497
wikitext103,char,589
wikitext103,char,406
wikitext103,char,574
wikitext103,char,358
wikitext103,char,875
wikitext103,char,739
wikitext103,char,413
wikitext103,char,493
wikitext103,char,360
wikitext103,char,1215
