dataset,tokenizer,sequence_length
text8,bpe_2000,392
text8,bpe_2000,283
text8,bpe_2000,283
text8,bpe_2000,292
text8,bpe_2000,342
text8,bpe_2000,310
text8,bpe_2000,337
text8,bpe_2000,288
text8,bpe_2000,348
text8,bpe_2000,299
text8,bpe_2000,430
text8,bpe_2000,345
text8,bpe_2000,305
text8,bpe_2000,295
text8,bpe_2000,302
text8,bpe_2000,297
text8,bpe_2000,297
text8,bpe_2000,335
text8,bpe_2000,291
text8,bpe_2000,317
text8,bpe_2000,339
text8,bpe_2000,280
text8,bpe_2000,330
text8,bpe_2000,321
text8,bpe_2000,307
text8,bpe_2000,335
text8,bpe_2000,315
text8,bpe_2000,311
text8,bpe_2000,282
text8,bpe_2000,293
text8,bpe_2000,315
text8,bpe_2000,291
text8,bpe_2000,310
text8,bpe_2000,303
text8,bpe_2000,369
text8,bpe_2000,328
text8,bpe_2000,284
text8,bpe_2000,313
text8,bpe_2000,297
text8,bpe_2000,375
text8,bpe_2000,252
text8,bpe_2000,332
text8,bpe_2000,335
text8,bpe_2000,375
text8,bpe_2000,316
text8,bpe_2000,327
text8,bpe_2000,358
text8,bpe_2000,333
text8,bpe_2000,346
text8,bpe_2000,326
text8,bpe_2000,322
text8,bpe_2000,320
text8,bpe_2000,317
text8,bpe_2000,326
text8,bpe_2000,308
text8,bpe_2000,318
text8,bpe_2000,297
text8,bpe_2000,305
text8,bpe_2000,292
text8,bpe_2000,333
text8,bpe_2000,306
text8,bpe_2000,317
text8,bpe_2000,306
text8,bpe_2000,279
text8,bpe_2000,291
text8,bpe_2000,301
text8,bpe_2000,293
text8,bpe_2000,351
text8,bpe_2000,348
text8,bpe_2000,321
text8,bpe_2000,299
text8,bpe_2000,321
text8,bpe_2000,305
text8,bpe_2000,303
text8,bpe_2000,287
text8,bpe_2000,415
text8,bpe_2000,284
text8,bpe_2000,341
text8,bpe_2000,333
text8,bpe_2000,293
text8,bpe_2000,309
text8,bpe_2000,309
text8,bpe_2000,296
text8,bpe_2000,270
text8,bpe_2000,290
text8,bpe_2000,311
text8,bpe_2000,327
text8,bpe_2000,291
text8,bpe_2000,315
text8,bpe_2000,311
text8,bpe_2000,312
text8,bpe_2000,284
text8,bpe_2000,315
text8,bpe_2000,429
text8,bpe_2000,317
text8,bpe_2000,340
text8,bpe_2000,303
text8,bpe_2000,367
text8,bpe_2000,272
text8,bpe_2000,461
text8,bpe_2000,298
text8,bpe_2000,291
text8,bpe_2000,320
text8,bpe_2000,290
text8,bpe_2000,331
text8,bpe_2000,325
text8,bpe_2000,273
text8,bpe_2000,293
text8,bpe_2000,313
text8,bpe_2000,385
text8,bpe_2000,327
text8,bpe_2000,332
text8,bpe_2000,293
text8,bpe_2000,297
text8,bpe_2000,337
text8,bpe_2000,319
text8,bpe_2000,309
text8,bpe_2000,294
text8,bpe_2000,361
text8,bpe_2000,340
text8,bpe_2000,341
text8,bpe_2000,289
text8,bpe_2000,312
text8,bpe_2000,303
text8,bpe_2000,287
text8,bpe_2000,353
text8,bpe_2000,326
text8,bpe_2000,299
text8,bpe_2000,348
text8,bpe_2000,293
text8,bpe_2000,329
text8,bpe_2000,311
text8,bpe_2000,352
text8,bpe_2000,289
text8,bpe_2000,291
text8,bpe_2000,321
text8,bpe_2000,296
text8,bpe_2000,304
text8,bpe_2000,302
text8,bpe_2000,285
text8,bpe_2000,295
text8,bpe_2000,251
text8,bpe_2000,362
text8,bpe_2000,329
text8,bpe_2000,313
text8,bpe_2000,316
text8,bpe_2000,341
text8,bpe_2000,309
text8,bpe_2000,280
text8,bpe_2000,323
text8,bpe_2000,282
text8,bpe_2000,307
text8,bpe_2000,353
text8,bpe_2000,296
text8,bpe_2000,299
text8,bpe_2000,324
text8,bpe_2000,290
text8,bpe_2000,315
text8,bpe_2000,313
text8,bpe_2000,316
text8,bpe_2000,293
text8,bpe_2000,338
text8,bpe_2000,349
text8,bpe_2000,295
text8,bpe_2000,339
text8,bpe_2000,319
text8,bpe_2000,305
text8,bpe_2000,317
text8,bpe_2000,335
text8,bpe_2000,328
text8,bpe_2000,316
text8,bpe_2000,338
text8,bpe_2000,321
text8,bpe_2000,284
text8,bpe_2000,313
text8,bpe_2000,288
text8,bpe_2000,354
text8,bpe_2000,308
text8,bpe_2000,291
text8,bpe_2000,320
text8,bpe_2000,323
text8,bpe_2000,292
text8,bpe_2000,303
text8,bpe_2000,314
text8,bpe_2000,338
text8,bpe_2000,329
text8,bpe_2000,292
text8,bpe_2000,284
text8,bpe_2000,326
text8,bpe_2000,324
text8,bpe_2000,373
text8,bpe_2000,315
text8,bpe_2000,304
text8,bpe_2000,337
text8,bpe_2000,326
text8,bpe_2000,333
text8,bpe_2000,290
text8,bpe_2000,319
text8,bpe_2000,330
text8,bpe_2000,339
text8,bpe_2000,325
text8,bpe_2000,331
text8,bpe_2000,306
text8,bpe_2000,412
text8,bpe_2000,325
text8,bpe_2000,288
text8,bpe_2000,301
text8,bpe_2000,297
text8,bpe_2000,302
text8,bpe_2000,290
text8,bpe_2000,287
text8,bpe_2000,328
text8,bpe_2000,369
text8,bpe_2000,328
text8,bpe_2000,348
text8,bpe_2000,312
text8,bpe_2000,298
text8,bpe_2000,288
text8,bpe_2000,292
text8,bpe_2000,317
text8,bpe_2000,293
text8,bpe_2000,308
text8,bpe_2000,327
text8,bpe_2000,319
text8,bpe_2000,302
text8,bpe_2000,276
text8,bpe_2000,279
text8,bpe_2000,330
text8,bpe_2000,274
text8,bpe_2000,312
text8,bpe_2000,319
text8,bpe_2000,312
text8,bpe_2000,309
text8,bpe_2000,327
text8,bpe_2000,383
text8,bpe_2000,300
text8,bpe_2000,296
text8,bpe_2000,332
text8,bpe_2000,319
text8,bpe_2000,362
text8,bpe_2000,364
text8,bpe_2000,330
text8,bpe_2000,300
text8,bpe_2000,303
text8,bpe_2000,281
text8,bpe_2000,242
text8,bpe_2000,292
text8,bpe_2000,356
text8,bpe_2000,311
text8,bpe_2000,279
text8,bpe_2000,300
text8,bpe_2000,308
text8,bpe_2000,282
text8,bpe_2000,324
text8,bpe_2000,303
text8,bpe_2000,309
text8,bpe_2000,318
text8,bpe_2000,346
text8,bpe_2000,304
text8,bpe_2000,355
text8,bpe_2000,333
text8,bpe_2000,325
text8,bpe_2000,225
text8,bpe_2000,321
text8,bpe_2000,343
text8,bpe_2000,314
text8,bpe_2000,396
text8,bpe_2000,328
text8,bpe_2000,267
text8,bpe_2000,329
text8,bpe_2000,407
text8,bpe_2000,330
text8,bpe_2000,303
text8,bpe_2000,337
text8,bpe_2000,318
text8,bpe_2000,381
text8,bpe_2000,304
text8,bpe_2000,309
text8,bpe_2000,334
text8,bpe_2000,307
text8,bpe_2000,260
text8,bpe_2000,382
text8,bpe_2000,318
text8,bpe_2000,336
text8,bpe_2000,325
text8,bpe_2000,322
text8,bpe_2000,307
text8,bpe_2000,321
text8,bpe_2000,402
text8,bpe_2000,347
text8,bpe_2000,349
text8,bpe_2000,313
text8,bpe_2000,335
text8,bpe_2000,317
text8,bpe_2000,314
text8,bpe_2000,303
text8,bpe_2000,303
text8,bpe_2000,324
text8,bpe_2000,297
text8,bpe_2000,348
text8,bpe_2000,329
text8,bpe_2000,327
text8,bpe_2000,311
text8,bpe_2000,316
text8,bpe_2000,323
text8,bpe_2000,288
text8,bpe_2000,339
text8,bpe_2000,305
text8,bpe_2000,311
text8,bpe_2000,329
text8,bpe_2000,271
text8,bpe_2000,304
text8,bpe_2000,317
text8,bpe_2000,341
text8,bpe_2000,329
text8,bpe_2000,334
text8,bpe_2000,356
text8,bpe_2000,335
text8,bpe_2000,332
text8,bpe_2000,307
text8,bpe_2000,277
text8,bpe_2000,343
text8,bpe_2000,325
text8,bpe_2000,350
text8,bpe_2000,491
text8,bpe_2000,299
text8,bpe_2000,305
text8,bpe_2000,288
text8,bpe_2000,313
text8,bpe_2000,324
text8,bpe_2000,432
text8,bpe_2000,226
text8,bpe_2000,324
text8,bpe_2000,286
text8,bpe_2000,309
text8,bpe_2000,337
text8,bpe_2000,314
text8,bpe_2000,347
text8,bpe_2000,323
text8,bpe_2000,328
text8,bpe_2000,304
text8,bpe_2000,330
text8,bpe_2000,302
text8,bpe_2000,329
text8,bpe_2000,314
text8,bpe_2000,299
text8,bpe_2000,342
text8,bpe_2000,296
text8,bpe_2000,306
text8,bpe_2000,306
text8,bpe_2000,311
text8,bpe_2000,311
text8,bpe_2000,314
text8,bpe_2000,359
text8,bpe_2000,332
text8,bpe_2000,348
text8,bpe_2000,341
text8,bpe_2000,323
text8,bpe_2000,301
text8,bpe_2000,285
text8,bpe_2000,298
text8,bpe_2000,283
text8,bpe_2000,302
text8,bpe_2000,312
text8,bpe_2000,319
text8,bpe_2000,290
text8,bpe_2000,327
text8,bpe_2000,372
text8,bpe_2000,291
text8,bpe_2000,304
text8,bpe_2000,297
text8,bpe_2000,337
text8,bpe_2000,340
text8,bpe_2000,316
text8,bpe_2000,285
text8,bpe_2000,364
text8,bpe_2000,303
text8,bpe_2000,299
text8,bpe_2000,318
text8,bpe_2000,307
text8,bpe_2000,303
text8,bpe_2000,325
text8,bpe_2000,292
text8,bpe_2000,323
text8,bpe_2000,324
text8,bpe_2000,336
text8,bpe_2000,332
text8,bpe_2000,305
text8,bpe_2000,309
text8,bpe_2000,293
text8,bpe_2000,280
text8,bpe_2000,395
text8,bpe_2000,291
text8,bpe_2000,359
text8,bpe_2000,269
text8,bpe_2000,272
text8,bpe_2000,344
text8,bpe_2000,325
text8,bpe_2000,291
text8,bpe_2000,332
text8,bpe_2000,316
text8,bpe_2000,382
text8,bpe_2000,294
text8,bpe_2000,290
text8,bpe_2000,294
text8,bpe_2000,324
text8,bpe_2000,272
text8,bpe_2000,320
text8,bpe_2000,321
text8,bpe_2000,290
text8,bpe_2000,297
text8,bpe_2000,316
text8,bpe_2000,336
text8,bpe_2000,364
text8,bpe_2000,237
text8,bpe_2000,331
text8,bpe_2000,321
text8,bpe_2000,274
text8,bpe_2000,290
text8,bpe_2000,348
text8,bpe_2000,329
text8,bpe_2000,299
text8,bpe_2000,318
text8,bpe_2000,307
text8,bpe_2000,303
text8,bpe_2000,312
text8,bpe_2000,300
text8,bpe_2000,395
text8,bpe_2000,307
text8,bpe_2000,286
text8,bpe_2000,300
text8,bpe_2000,294
text8,bpe_2000,331
text8,bpe_2000,315
text8,bpe_2000,307
text8,bpe_2000,323
text8,bpe_2000,314
text8,bpe_2000,345
text8,bpe_2000,305
text8,bpe_2000,327
text8,bpe_2000,295
text8,bpe_2000,347
text8,bpe_2000,320
text8,bpe_2000,326
text8,bpe_2000,336
text8,bpe_2000,332
text8,bpe_2000,305
text8,bpe_2000,316
text8,bpe_2000,300
text8,bpe_2000,314
text8,bpe_2000,335
text8,bpe_2000,322
text8,bpe_2000,347
text8,bpe_2000,351
text8,bpe_2000,390
text8,bpe_2000,325
text8,bpe_2000,335
text8,bpe_2000,333
text8,bpe_2000,373
text8,bpe_2000,279
text8,bpe_2000,321
text8,bpe_2000,311
text8,bpe_2000,362
text8,bpe_2000,307
text8,bpe_2000,305
text8,bpe_2000,318
text8,bpe_2000,330
text8,bpe_2000,313
text8,bpe_2000,285
text8,bpe_2000,307
text8,bpe_2000,310
text8,bpe_2000,336
text8,bpe_2000,450
text8,bpe_2000,341
text8,bpe_2000,249
text8,bpe_2000,315
text8,bpe_2000,339
text8,bpe_2000,336
text8,bpe_2000,307
text8,bpe_2000,323
text8,bpe_2000,328
text8,bpe_2000,308
text8,bpe_2000,341
text8,bpe_2000,326
text8,bpe_2000,312
text8,bpe_2000,327
text8,bpe_2000,308
text8,bpe_2000,314
text8,bpe_2000,307
text8,bpe_2000,320
text8,bpe_2000,320
text8,bpe_2000,328
text8,bpe_2000,296
text8,bpe_2000,280
text8,bpe_2000,303
text8,bpe_2000,495
text8,bpe_2000,288
text8,bpe_2000,284
text8,bpe_2000,277
text8,bpe_2000,315
text8,bpe_2000,319
text8,bpe_2000,344
text8,bpe_2000,362
text8,bpe_2000,305
text8,bpe_2000,318
text8,bpe_2000,276
text8,bpe_2000,326
text8,bpe_2000,337
text8,bpe_2000,319
text8,bpe_2000,364
text8,bpe_2000,309
text8,bpe_2000,435
text8,bpe_2000,309
text8,bpe_2000,314
text8,bpe_2000,327
text8,bpe_2000,322
text8,bpe_2000,277
text8,bpe_2000,302
text8,bpe_2000,298
text8,bpe_2000,296
text8,bpe_2000,340
text8,bpe_2000,340
text8,bpe_2000,328
text8,bpe_2000,345
text8,bpe_2000,340
text8,bpe_2000,318
text8,bpe_2000,294
text8,bpe_2000,325
text8,bpe_2000,305
text8,bpe_2000,313
text8,bpe_2000,295
text8,bpe_2000,269
text8,bpe_2000,322
text8,bpe_2000,322
text8,bpe_2000,310
text8,bpe_2000,329
text8,bpe_2000,329
text8,bpe_2000,291
text8,bpe_2000,299
text8,bpe_2000,336
text8,bpe_2000,307
text8,bpe_2000,301
text8,bpe_2000,314
text8,bpe_2000,343
text8,bpe_2000,319
text8,bpe_2000,339
text8,bpe_2000,351
text8,bpe_2000,308
text8,bpe_2000,339
text8,bpe_2000,302
text8,bpe_2000,293
text8,bpe_2000,285
text8,bpe_2000,288
text8,bpe_2000,308
text8,bpe_2000,289
text8,bpe_2000,305
text8,bpe_2000,364
text8,bpe_2000,273
text8,bpe_2000,308
text8,bpe_2000,327
text8,bpe_2000,313
text8,bpe_2000,302
text8,bpe_2000,321
text8,bpe_2000,284
text8,bpe_2000,346
text8,bpe_2000,322
text8,bpe_2000,294
text8,bpe_2000,328
text8,bpe_2000,305
text8,bpe_2000,296
text8,bpe_2000,361
text8,bpe_2000,297
text8,bpe_2000,299
text8,bpe_2000,303
text8,bpe_2000,319
text8,bpe_2000,353
text8,bpe_2000,335
text8,bpe_2000,290
text8,bpe_2000,311
text8,bpe_2000,312
text8,bpe_2000,313
text8,bpe_2000,306
text8,bpe_2000,292
text8,bpe_2000,308
text8,bpe_2000,313
text8,bpe_2000,294
text8,bpe_2000,297
text8,bpe_2000,275
text8,bpe_2000,328
text8,bpe_2000,287
text8,bpe_2000,295
text8,bpe_2000,265
text8,bpe_2000,314
text8,bpe_2000,306
text8,bpe_2000,280
text8,bpe_2000,340
text8,bpe_2000,296
text8,bpe_2000,326
text8,bpe_2000,372
text8,bpe_2000,408
text8,bpe_2000,324
text8,bpe_2000,331
text8,bpe_2000,291
text8,bpe_2000,350
text8,bpe_2000,350
text8,bpe_2000,296
text8,bpe_2000,337
text8,bpe_2000,322
text8,bpe_2000,273
text8,bpe_2000,378
text8,bpe_2000,342
text8,bpe_2000,322
text8,bpe_2000,441
text8,bpe_2000,356
text8,bpe_2000,292
text8,bpe_2000,302
text8,bpe_2000,306
text8,bpe_2000,335
text8,bpe_2000,310
text8,bpe_2000,345
text8,bpe_2000,298
text8,bpe_2000,326
text8,bpe_2000,307
text8,bpe_2000,298
text8,bpe_2000,297
text8,bpe_2000,294
text8,bpe_2000,243
text8,bpe_2000,310
text8,bpe_2000,385
text8,bpe_2000,313
text8,bpe_2000,321
text8,bpe_2000,343
text8,bpe_2000,324
text8,bpe_2000,290
text8,bpe_2000,315
text8,bpe_2000,318
text8,bpe_2000,360
text8,bpe_2000,293
text8,bpe_2000,286
text8,bpe_2000,344
text8,bpe_2000,350
text8,bpe_2000,297
text8,bpe_2000,321
text8,bpe_2000,328
text8,bpe_2000,320
text8,bpe_2000,326
text8,bpe_2000,351
text8,bpe_2000,295
text8,bpe_2000,322
text8,bpe_2000,287
text8,bpe_2000,358
text8,bpe_2000,294
text8,bpe_2000,348
text8,bpe_2000,290
text8,bpe_2000,315
text8,bpe_2000,324
text8,bpe_2000,327
text8,bpe_2000,354
text8,bpe_2000,308
text8,bpe_2000,289
text8,bpe_2000,268
text8,bpe_2000,326
text8,bpe_2000,305
text8,bpe_2000,323
text8,bpe_2000,318
text8,bpe_2000,361
text8,bpe_2000,290
text8,bpe_2000,279
text8,bpe_2000,317
text8,bpe_2000,298
text8,bpe_2000,404
text8,bpe_2000,309
text8,bpe_2000,348
text8,bpe_2000,333
text8,bpe_2000,273
text8,bpe_2000,344
text8,bpe_2000,334
text8,bpe_2000,316
text8,bpe_2000,336
text8,bpe_2000,295
text8,bpe_2000,284
text8,bpe_2000,341
text8,bpe_2000,321
text8,bpe_2000,370
text8,bpe_2000,316
text8,bpe_2000,326
text8,bpe_2000,354
text8,bpe_2000,304
text8,bpe_2000,301
text8,bpe_2000,350
text8,bpe_2000,285
text8,bpe_2000,312
text8,bpe_2000,325
text8,bpe_2000,361
text8,bpe_2000,284
text8,bpe_2000,286
text8,bpe_2000,346
text8,bpe_2000,316
text8,bpe_2000,331
text8,bpe_2000,324
text8,bpe_2000,313
text8,bpe_2000,367
text8,bpe_2000,310
text8,bpe_2000,332
text8,bpe_2000,284
text8,bpe_2000,480
text8,bpe_2000,285
text8,bpe_2000,307
text8,bpe_2000,329
text8,bpe_2000,332
text8,bpe_2000,352
text8,bpe_2000,305
text8,bpe_2000,341
text8,bpe_2000,317
text8,bpe_2000,272
text8,bpe_2000,335
text8,bpe_2000,300
text8,bpe_2000,386
text8,bpe_2000,308
text8,bpe_2000,305
text8,bpe_2000,340
text8,bpe_2000,320
text8,bpe_2000,375
text8,bpe_2000,325
text8,bpe_2000,320
text8,bpe_2000,306
text8,bpe_2000,289
text8,bpe_2000,336
text8,bpe_2000,329
text8,bpe_2000,385
text8,bpe_2000,483
text8,bpe_2000,322
text8,bpe_2000,291
text8,bpe_2000,346
text8,bpe_2000,324
text8,bpe_2000,308
text8,bpe_2000,287
text8,bpe_2000,336
text8,bpe_2000,304
text8,bpe_2000,275
text8,bpe_2000,294
text8,bpe_2000,350
text8,bpe_2000,296
text8,bpe_2000,331
text8,bpe_2000,296
text8,bpe_2000,324
text8,bpe_2000,319
text8,bpe_2000,280
text8,bpe_2000,318
text8,bpe_2000,331
text8,bpe_2000,316
text8,bpe_2000,373
text8,bpe_2000,331
text8,bpe_2000,315
text8,bpe_2000,306
text8,bpe_2000,321
text8,bpe_2000,351
text8,bpe_2000,302
text8,bpe_2000,366
text8,bpe_2000,323
text8,bpe_2000,287
text8,bpe_2000,350
text8,bpe_2000,350
text8,bpe_2000,315
text8,bpe_2000,335
text8,bpe_2000,305
text8,bpe_2000,336
text8,bpe_2000,381
text8,bpe_2000,309
text8,bpe_2000,340
text8,bpe_2000,334
text8,bpe_2000,330
text8,bpe_2000,357
text8,bpe_2000,309
text8,bpe_2000,281
text8,bpe_2000,331
text8,bpe_2000,329
text8,bpe_2000,290
text8,bpe_2000,337
text8,bpe_2000,336
text8,bpe_2000,329
text8,bpe_2000,313
text8,bpe_2000,307
text8,bpe_2000,335
text8,bpe_2000,291
text8,bpe_2000,307
text8,bpe_2000,319
text8,bpe_2000,410
text8,bpe_2000,288
text8,bpe_2000,316
text8,bpe_2000,375
text8,bpe_2000,272
text8,bpe_2000,342
text8,bpe_2000,257
text8,bpe_2000,315
text8,bpe_2000,281
text8,bpe_2000,292
text8,bpe_2000,295
text8,bpe_2000,322
text8,bpe_2000,311
text8,bpe_2000,328
text8,bpe_2000,361
text8,bpe_2000,329
text8,bpe_2000,346
text8,bpe_2000,346
text8,bpe_2000,354
text8,bpe_2000,294
text8,bpe_2000,281
text8,bpe_2000,309
text8,bpe_2000,283
text8,bpe_2000,294
text8,bpe_2000,342
text8,bpe_2000,329
text8,bpe_2000,333
text8,bpe_2000,273
text8,bpe_2000,291
text8,bpe_2000,308
text8,bpe_2000,310
text8,bpe_2000,306
text8,bpe_2000,323
text8,bpe_2000,381
text8,bpe_2000,271
text8,bpe_2000,276
text8,bpe_2000,289
text8,bpe_2000,293
text8,bpe_2000,315
text8,bpe_2000,320
text8,bpe_2000,288
text8,bpe_2000,275
text8,bpe_2000,300
text8,bpe_2000,317
text8,bpe_2000,283
text8,bpe_2000,336
text8,bpe_2000,354
text8,bpe_2000,252
text8,bpe_2000,289
text8,bpe_2000,307
text8,bpe_2000,362
text8,bpe_2000,306
text8,bpe_2000,302
text8,bpe_2000,305
text8,bpe_2000,374
text8,bpe_2000,366
text8,bpe_2000,300
text8,bpe_2000,301
text8,bpe_2000,304
text8,bpe_2000,281
text8,bpe_2000,341
text8,bpe_2000,305
text8,bpe_2000,355
text8,bpe_2000,329
text8,bpe_2000,313
text8,bpe_2000,288
text8,bpe_2000,305
text8,bpe_2000,342
text8,bpe_2000,261
text8,bpe_2000,303
text8,bpe_2000,287
text8,bpe_2000,293
text8,bpe_2000,306
text8,bpe_2000,313
text8,bpe_2000,368
text8,bpe_2000,338
text8,bpe_2000,247
text8,bpe_2000,305
text8,bpe_2000,325
text8,bpe_2000,282
text8,bpe_2000,310
text8,bpe_2000,320
text8,bpe_2000,317
text8,bpe_2000,367
text8,bpe_2000,297
text8,bpe_2000,300
text8,bpe_2000,281
text8,bpe_2000,296
text8,bpe_2000,330
text8,bpe_2000,344
text8,bpe_2000,308
text8,bpe_2000,378
text8,bpe_2000,287
text8,bpe_2000,333
text8,bpe_2000,308
text8,bpe_2000,319
text8,bpe_2000,298
text8,bpe_2000,308
text8,bpe_2000,343
text8,bpe_2000,298
text8,bpe_2000,319
text8,bpe_2000,281
text8,bpe_2000,304
text8,bpe_2000,313
text8,bpe_2000,336
text8,bpe_2000,329
text8,bpe_2000,302
text8,bpe_2000,350
text8,bpe_2000,331
text8,bpe_2000,309
text8,bpe_2000,357
text8,bpe_2000,317
text8,bpe_2000,327
text8,bpe_2000,327
text8,bpe_2000,294
text8,bpe_2000,329
text8,bpe_2000,369
text8,bpe_2000,345
text8,bpe_2000,333
text8,bpe_2000,325
text8,bpe_2000,285
text8,bpe_2000,338
text8,bpe_2000,309
text8,bpe_2000,332
text8,bpe_2000,267
text8,bpe_2000,292
text8,bpe_2000,364
text8,bpe_2000,273
text8,bpe_2000,303
text8,bpe_2000,321
text8,bpe_2000,356
text8,bpe_2000,303
text8,bpe_2000,315
text8,bpe_2000,309
text8,bpe_2000,286
text8,bpe_2000,317
text8,bpe_2000,283
text8,bpe_2000,358
text8,bpe_2000,330
text8,bpe_2000,283
text8,bpe_2000,249
text8,bpe_2000,312
text8,bpe_2000,301
text8,bpe_2000,328
text8,bpe_2000,299
text8,bpe_2000,289
text8,bpe_2000,411
text8,bpe_2000,322
text8,bpe_2000,328
text8,bpe_2000,358
text8,bpe_2000,368
text8,bpe_2000,316
text8,bpe_2000,323
text8,bpe_2000,351
text8,bpe_2000,324
text8,bpe_2000,303
text8,bpe_2000,322
text8,bpe_2000,316
text8,bpe_2000,298
text8,bpe_2000,304
text8,bpe_2000,323
text8,bpe_2000,326
text8,bpe_2000,304
text8,bpe_2000,323
text8,bpe_2000,295
text8,bpe_2000,365
text8,bpe_2000,329
text8,bpe_2000,326
text8,bpe_2000,336
text8,bpe_2000,339
text8,bpe_2000,295
text8,bpe_2000,299
text8,bpe_2000,314
text8,bpe_2000,303
text8,bpe_2000,292
text8,bpe_2000,343
text8,bpe_2000,292
text8,bpe_2000,254
text8,bpe_2000,335
text8,bpe_2000,274
text8,bpe_2000,309
text8,bpe_2000,355
text8,bpe_2000,347
text8,bpe_2000,309
text8,bpe_2000,321
text8,bpe_2000,335
text8,bpe_2000,264
text8,bpe_2000,305
text8,bpe_2000,338
text8,bpe_2000,296
text8,bpe_2000,294
text8,bpe_2000,330
text8,bpe_2000,301
text8,bpe_2000,361
text8,bpe_2000,350
text8,bpe_2000,305
text8,bpe_2000,324
text8,bpe_2000,310
text8,bpe_2000,294
text8,bpe_2000,310
text8,bpe_2000,292
text8,bpe_2000,298
text8,bpe_2000,315
text8,bpe_2000,317
text8,bpe_2000,331
text8,bpe_2000,316
text8,bpe_2000,301
text8,bpe_2000,365
text8,bpe_2000,314
text8,bpe_2000,329
text8,bpe_2000,254
text8,bpe_2000,300
text8,bpe_2000,314
text8,bpe_2000,342
text8,bpe_2000,308
text8,bpe_2000,280
text8,bpe_2000,359
text8,bpe_2000,366
text8,bpe_2000,297
text8,bpe_2000,315
text8,bpe_2000,293
text8,bpe_2000,283
text8,bpe_2000,324
text8,bpe_2000,347
text8,bpe_2000,380
text8,bpe_2000,299
text8,bpe_2000,327
text8,bpe_2000,367
text8,bpe_2000,334
text8,bpe_2000,341
text8,bpe_2000,306
text8,bpe_2000,354
text8,bpe_2000,343
text8,bpe_2000,339
text8,bpe_2000,309
text8,bpe_2000,389
text8,bpe_2000,318
text8,bpe_2000,335
text8,bpe_2000,330
text8,bpe_2000,302
text8,bpe_2000,351
text8,bpe_2000,343
text8,bpe_2000,328
text8,bpe_2000,335
text8,bpe_2000,312
text8,bpe_2000,485
text8,bpe_2000,303
text8,bpe_2000,294
text8,bpe_2000,343
text8,bpe_2000,329
text8,bpe_2000,278
text8,bpe_2000,350
text8,bpe_2000,303
text8,bpe_2000,317
text8,bpe_2000,300
text8,bpe_2000,306
text8,bpe_2000,362
text8,bpe_2000,309
text8,bpe_2000,298
text8,bpe_2000,318
text8,bpe_2000,286
text8,bpe_2000,302
text8,bpe_2000,321
text8,bpe_2000,320
text8,bpe_2000,338
text8,bpe_2000,349
text8,bpe_2000,302
text8,bpe_2000,290
text8,bpe_2000,307
text8,bpe_2000,320
text8,bpe_2000,302
text8,bpe_2000,287
text8,bpe_2000,304
text8,bpe_2000,296
text8,bpe_2000,299
text8,bpe_2000,370
text8,bpe_2000,282
text8,bpe_2000,312
text8,bpe_2000,372
text8,bpe_2000,333
text8,bpe_2000,312
text8,bpe_2000,323
text8,bpe_2000,410
text8,bpe_2000,320
text8,bpe_2000,318
text8,bpe_2000,317
text8,bpe_2000,317
text8,bpe_2000,326
text8,bpe_2000,326
text8,bpe_2000,341
text8,bpe_2000,319
text8,bpe_2000,337
text8,bpe_2000,341
text8,bpe_2000,295
text8,bpe_2000,322
text8,bpe_2000,311
text8,bpe_2000,355
text8,bpe_2000,361
text8,bpe_2000,345
text8,bpe_2000,336
text8,bpe_2000,289
text8,bpe_2000,310
text8,bpe_2000,346
text8,bpe_2000,340
text8,bpe_2000,317
text8,bpe_2000,330
text8,bpe_2000,323
text8,bpe_2000,314
text8,bpe_2000,324
text8,bpe_2000,312
text8,bpe_2000,298
text8,bpe_2000,329
text8,bpe_2000,317
text8,bpe_2000,310
text8,bpe_2000,302
text8,bpe_2000,316
text8,bpe_2000,314
text8,bpe_2000,318
text8,bpe_2000,344
text8,bpe_2000,307
text8,bpe_2000,354
text8,bpe_2000,307
text8,bpe_2000,295
text8,bpe_2000,318
text8,bpe_2000,375
text8,bpe_2000,343
text8,bpe_2000,321
text8,bpe_2000,319
text8,bpe_2000,307
text8,bpe_2000,295
text8,bpe_2000,358
text8,bpe_2000,328
text8,bpe_2000,329
text8,bpe_2000,309
text8,bpe_2000,301
text8,bpe_2000,314
text8,bpe_2000,308
text8,bpe_2000,281
text8,bpe_2000,305
text8,bpe_2000,315
text8,bpe_2000,322
text8,bpe_2000,359
text8,bpe_2000,287
text8,bpe_2000,329
text8,bpe_2000,360
text8,bpe_2000,346
text8,bpe_2000,346
text8,bpe_2000,339
text8,bpe_2000,361
text8,bpe_2000,263
text8,bpe_2000,327
text8,bpe_2000,303
text8,bpe_2000,316
text8,bpe_2000,351
text8,bpe_2000,268
text8,bpe_2000,438
text8,bpe_2000,280
text8,bpe_2000,364
text8,bpe_2000,344
text8,bpe_2000,333
text8,bpe_2000,331
text8,bpe_2000,331
text8,bpe_2000,340
text8,bpe_2000,324
text8,bpe_2000,298
text8,bpe_2000,300
text8,bpe_2000,309
text8,bpe_2000,320
text8,bpe_2000,313
text8,bpe_2000,309
text8,bpe_2000,309
text8,bpe_2000,299
text8,bpe_2000,339
text8,bpe_2000,312
text8,bpe_2000,312
text8,bpe_2000,272
text8,bpe_2000,316
text8,bpe_2000,301
